ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emissions_kg,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_$,Delivery_Time_days,Sustainability_Score
176,Apparel,187.99765047170402,424.26366965409807,8.988731509647959,2766.5734462681407,903.0574553757682,240.6379377798657,52.118062603432556,3257.8282568174122,7,48.86
177,Automotive,149.18869846994755,172.8818644877656,39.52407696079184,1448.6719870813406,548.7968732331153,663.5834461282655,14.247814826547762,975.8609301660407,5,32.9
178,Electronics,50.838671932243784,283.1354448074669,36.98775267170398,3576.250436706476,721.9149663103838,695.0929142795258,38.933972190983454,4548.077071996668,7,33.92
179,Food,15.924795661644087,184.42650811494786,19.83339688768261,1430.3108124592854,289.5642336207535,302.40523411790565,48.26304577645697,2677.98955136029,12,62.16
180,Electronics,59.830168416966764,473.30566030190323,2.2344772840022387,4530.792127897069,474.3901452675085,766.5820548536266,40.52328818830053,937.9966980940069,9,63.26
181,Electronics,123.06480683304842,166.68354148959818,42.11086905818252,1936.1376554861445,167.27737251983734,134.90210247941496,62.407052267569355,4624.288013367975,2,60.09
182,Automotive,19.770904562007566,243.34556573252078,1.5594811892496079,2794.3559576034054,245.6810340831136,204.93647727299776,67.95474681817187,3835.8514434708945,13,78.31
183,Electronics,104.30958696823491,442.72861271807085,35.48128920182349,347.8082087387214,50.89624450424953,476.30679663606,63.987015182322466,3712.1853090711274,14,68.85
184,Apparel,123.40014129420895,428.8701050563139,48.5425983765768,2187.994065965931,87.30179906622722,503.05472978561676,12.716906346826148,3604.0673782131425,11,37.11
185,Apparel,73.50633925522256,133.7456380308248,22.44540507926197,4178.581344338875,978.4196320180828,551.6050583106323,23.589013931218055,1161.6311412629232,4,31.14
186,Pharmaceutical,156.47331871170616,411.1894894080697,12.513696844801686,4047.6791462803753,280.2360103799242,111.87839052082651,47.5625256484642,1212.832120196125,4,67.94
187,Food,30.253668095416643,256.1840990320517,35.5386794921257,1199.1609383822786,680.1451740288019,772.2567422354912,75.43754283106608,3503.806392450824,2,56.09
188,Electronics,24.276178529803666,267.33599243840985,41.039278958763674,1207.787447951757,847.144713859631,131.2116649139008,68.44697425364818,1254.669200529905,3,49.88
189,Electronics,148.35586367868464,110.0659875871747,27.77508548781452,4104.79602984486,573.127436274736,200.1433669063817,68.97741558462612,2305.6241446546346,11,61.57
190,Automotive,104.14335007917771,86.27068119070609,48.384728487551165,4658.952258829695,195.48727507975838,109.81016226823988,31.22457356317724,3953.6087628509185,14,42.49
191,Apparel,140.79645532126986,377.57268813819434,3.531767361240094,567.2685142377175,741.710615469358,496.80090330586626,40.06135279550918,3962.9720868696363,14,48.44
192,Food,92.61719433471178,273.4075185598849,25.734984316921878,2305.287333188504,620.2388395946039,752.5868187446806,42.949416312115616,2375.656508124126,13,47.82
193,Pharmaceutical,56.81638631543029,246.5828161768308,36.20424341880496,1753.525966924722,744.6880598800063,566.1630162563249,21.016010834493727,4002.511703721176,8,25.68
194,Apparel,165.62944035809795,378.27870289357855,43.269383086309766,4366.373431741453,781.2592917142329,675.8602279362991,12.174769117111943,4225.3846217506725,12,16.89
195,Pharmaceutical,161.88901700410605,394.4808045459994,9.783524983481712,509.27208193209196,976.6398493005079,109.29684242100606,76.28320296223617,3342.923606164449,9,58.24
196,Automotive,141.99232946234108,121.5086754512091,40.200170606420386,1134.5171185343834,594.8851160253745,479.41070893580826,26.84988099644547,1296.4440910804167,6,36.91
197,Automotive,61.70757607369291,324.6013172649386,28.082646710208717,3787.094854173822,374.5590570560717,421.6940842538653,26.79642326065419,1515.256545850628,10,47.9
198,Electronics,122.14382670512654,110.90933702495849,20.431130417508196,351.33986000795636,666.0413290552252,449.27756095455516,15.836533763813168,1711.2375459619298,2,36.34
199,Food,78.58504041860509,388.11878871307056,7.454036400375585,2513.4233655000176,115.01867378049482,150.54922973463155,74.9955426360645,760.6597171229696,2,89.54
200,Pharmaceutical,27.400593932060488,345.6298203202128,43.39949218653671,2266.324469930628,902.527452405507,579.1047527485152,50.58159804578404,1511.1661777757365,7,37.83
201,Apparel,184.28957933782613,480.4765794875561,8.706387200806052,1738.5657770448684,163.41196077128694,452.2542904010441,56.69257999877477,1205.6922767001543,8,77.55
202,Automotive,35.99553987460267,81.03110736038953,16.179605101245862,2033.4043450627266,361.4506959915273,635.6041949028847,73.81038210841368,2385.5779990812903,8,74.82
203,Electronics,190.54509722595247,75.67462451806445,15.212231066159408,2696.7088759581416,824.9581115948149,439.7034438432008,34.193411823055264,4560.500229786871,14,37.14
204,Electronics,94.74109686201159,176.98418361194007,43.69928767535186,890.7000561030773,617.4467594141762,204.56714535850244,53.50551177966589,701.5055204189988,6,49.35
205,Pharmaceutical,45.17525647933773,167.76755768115768,33.962446716236,2902.7798035896044,423.95374426357,553.7798678544755,12.715961831022122,3657.2860349474986,10,32.74
206,Automotive,112.96118000188805,161.1404595823999,40.037388462377244,4046.6184135699327,499.76387640627036,220.67045347361636,23.074076976179054,3498.958421183013,8,33.53
207,Food,175.85970881651758,457.8145612344665,13.27292704083245,3824.7885559717793,861.8200235420713,710.6761943483705,68.18720635629597,659.6201535841168,14,61.61
208,Automotive,149.12272841781663,162.29578993227773,31.618830880742948,854.1095329994911,373.0041667568975,529.181367348469,63.6737849436835,4628.34754354784,1,58.74
209,Pharmaceutical,163.24661809367544,172.37737675788395,29.015553174043685,831.3224017332221,876.1672005715627,210.04271848986798,34.544988402000286,2928.666570352734,9,33.52
210,Pharmaceutical,135.16883967503628,391.72921808808366,41.808688462625284,1414.0544019500753,133.72770942785692,773.6366402368448,36.37674394419487,1945.8825014512843,13,53.56
211,Automotive,141.53254725839196,252.382929102743,45.398265963581764,1869.2661590710823,787.9585153481992,462.85582433472445,47.34881034875056,3831.385200777472,12,34.21
212,Pharmaceutical,171.34717379741068,399.51975062983155,1.5956818023919537,2101.4323489015646,855.1702514019995,151.0289163101585,10.016870327959419,1435.3542003278435,1,35.84
213,Automotive,57.43692168324533,79.41477090397336,34.02697603388084,3430.5163624833917,222.7267701954718,538.7830330905471,26.88710352266195,3528.847217822338,13,46.09
214,Apparel,102.9907430921967,269.40703715302294,3.539954156866722,377.7341176125935,458.82920575359043,277.23923490896715,24.576226602575012,390.61379634678667,3,56.33
215,Automotive,52.02979394572442,65.12612008247719,27.89407458879044,269.8962507077253,207.22478593047285,662.5854163141117,27.533806272483442,4229.158580524505,12,47.93
216,Automotive,197.65692151936292,78.19394155490954,15.094003723140233,2020.3617584251542,721.2739225445068,672.4754514963334,66.4134089773409,2351.2200657023286,9,60.83
217,Pharmaceutical,189.3712745404565,457.8968540049849,16.03205337658492,3516.1020914761043,558.580379658574,785.2631490982633,29.577169958251023,3256.12598891812,11,45.11
218,Pharmaceutical,17.49109416001612,112.66041700291782,18.294966669165472,1047.8331804867646,653.557179372905,451.3086717171526,23.40649254351037,1261.9415350720817,5,42.25
219,Electronics,144.0592827779808,289.5893070238477,31.443330003430894,3243.3719581556334,236.6626186084006,418.469815809416,45.29844225551221,3449.95382076055,9,56.07
220,Electronics,185.7971803089765,234.99302117031795,17.36844831776969,1373.1578759074673,251.15856894979854,627.4329238125364,70.59515254609124,3906.7533242877275,9,73.0
221,Apparel,44.30931557419337,206.3044968164792,36.90225347892374,4441.82193318623,89.42245923441105,192.7294594393486,26.89447926862499,2471.423297045114,6,51.06
222,Electronics,117.9095938049996,454.9250055592726,20.821841893119615,4488.880726906421,355.96415843594326,482.84085965518693,15.497536995495908,3165.0892354966127,11,42.41
223,Automotive,183.94277654172794,59.82052854897027,4.349306815187973,1556.7073009784997,581.7574282669912,482.37332009159564,34.94833150947653,2390.364434347513,1,53.5
224,Pharmaceutical,16.44973593130178,348.7053587790151,39.40423228172126,1226.9693944198784,865.0381682974623,162.63118596727105,62.33562771954845,4491.638572437659,10,40.47
225,Electronics,142.50985077689958,483.52749539609766,15.002157905042594,2115.389463124533,683.5810750857466,392.5888598548395,48.54833812863562,2589.772066468732,7,52.59
226,Electronics,66.49631140078465,302.0756825578289,22.20557710036387,1278.6047673827288,463.62650722976383,697.2993589970414,67.17553587020433,4240.681803338331,14,62.32
227,Apparel,185.63527712154078,471.5701079148913,34.58675027787317,3394.680832129348,955.4641086744309,699.3075353962622,77.17145033264637,4046.4898796971934,6,47.99
228,Apparel,194.50106658141988,73.5160456787107,17.290351700286887,4147.7169542865995,733.2829405470403,169.46636544377668,65.4863733726132,2170.423142472111,9,59.49
229,Automotive,189.41063293155244,238.45699358337262,3.7726971511890657,3398.151441464963,933.6569427194225,163.5046179234816,52.26621551906274,1304.4055609158802,7,54.01
230,Pharmaceutical,100.10070116491812,167.07100593292301,19.322131303627867,4139.317191521812,551.2085746085575,283.88683390135475,44.53391116366664,2149.194236286901,14,53.7
231,Apparel,173.78810368796954,378.8694342413284,47.27798055202087,2045.2615948166233,295.9590610534826,712.3362437877954,12.804836044378668,4165.843403721057,12,30.28
232,Electronics,170.46438572166338,491.583690723761,32.44498546762935,865.9531564734182,100.18535204648589,190.23180955144926,78.90253851698289,1292.6361719330832,11,80.88
233,Pharmaceutical,70.62908991621856,165.4385280999115,33.90247828469314,3715.9596422482014,739.780608909658,603.9977618392124,36.84367858025298,2717.2944601171966,12,37.23
234,Pharmaceutical,167.4939400886287,344.3785706633335,31.981825528244354,1866.325075193614,165.2378481052574,170.81593372917226,20.655974974180676,4069.264390211588,13,44.44
235,Electronics,17.031450595943596,139.14393474188307,10.750614809012403,3389.227043622749,337.6363718583688,536.1964976234777,56.66961987775197,1896.6918806162182,4,70.11
236,Apparel,123.29127691159007,304.39861455722445,21.498359341011728,1426.1553157106518,555.8473624897025,349.2471093834014,29.900180236682154,3282.6062576129475,7,43.11
237,Electronics,53.70167908466358,258.7696190097513,37.796050119802594,498.0252105526961,586.1957583907603,652.2397740761069,51.004478965173334,1379.0315554343097,2,50.04
238,Pharmaceutical,32.90770829768297,487.4023983341917,5.967271980104798,4963.650797890041,620.5540371377792,263.5833141777545,51.073753549121385,724.5413377671676,6,63.08
239,Food,24.62110830954974,323.83727271340996,14.614786028395901,865.3873888599364,207.9425638322156,547.4412805729719,41.20108746320084,4013.0442804457102,6,60.49
240,Food,142.29486741684656,207.27786743906844,14.539636314826828,4943.262870421057,410.7505345805663,264.97777420311945,68.52830308815298,675.0493923617928,2,74.78
241,Automotive,74.57624311593257,101.34310319957001,22.168927452130795,4888.671669575591,636.3345157611184,599.5621981785076,28.547694308881013,1502.630696382006,14,43.31
242,Electronics,147.70568659046467,118.06107293072056,49.03806830616707,3989.708709149394,971.3279214020955,711.5746241925242,41.40428141324139,4304.525225587712,4,23.34
243,Electronics,22.41770475179905,151.3926184780558,4.307624787507275,3331.172514201788,741.2495808147042,188.76125938873201,47.638449001368,1863.0525779776026,8,56.13
244,Automotive,69.90516418781596,162.9349976031341,26.416348724649158,2931.254546230315,926.47356923926,706.6169820168525,56.453730453710975,4870.617677667973,8,40.12
245,Automotive,112.50334555131407,432.777226028512,9.788869418598312,4343.8975723513895,774.1014553984681,515.5026780900085,64.87802953539126,4902.724806914527,13,55.49
246,Automotive,160.23740131940306,302.55025472713623,48.56315072507746,1518.253655935491,612.1311204477804,188.97734360691678,37.63650980147793,1487.7248981770722,8,38.05
247,Pharmaceutical,70.56297555709328,285.52591011846494,6.551871731645746,2391.6379411758976,232.42220067952732,399.2792987517984,55.223286086761725,396.69546679947416,8,77.22
248,Electronics,128.91936152303174,101.64599234114786,20.77644911571797,3135.0108498958593,683.3513692978873,212.60220543956854,20.54276671479634,3584.3037641858195,1,34.29
249,Pharmaceutical,178.33577216487555,437.0628620072457,37.156364256895706,2114.8333317605066,642.2105876619117,590.2435222065986,75.2853670379735,2364.73521271205,2,58.78
250,Automotive,127.01400575463786,375.26643644381767,35.52316697334482,2194.683625042313,622.3457119344031,631.2076940925648,36.81411644947025,683.6136510059662,12,44.16
251,Electronics,54.262300203190414,80.4507628550007,21.71370320780268,1718.3948707602135,515.2965745888287,174.05756419095928,61.06649953835069,3596.1095310946057,4,59.2
252,Pharmaceutical,14.636148495742223,368.52579375339593,17.979684229683194,2864.7359017542267,552.2237737898118,454.29789688625107,11.423875731752435,349.63956373722186,12,41.25
253,Pharmaceutical,175.31878604117668,294.59219780419073,20.483006549090657,4267.815187274068,367.7204007621989,670.237539218142,24.36310000333649,4376.944114362762,9,44.2
254,Automotive,14.041188061573557,86.77640558605022,13.949536894773324,1087.4890522309329,543.347058010188,755.3141290856976,44.09577810265046,865.5321397438579,3,58.44
255,Electronics,176.1933178099979,256.2352886878954,11.06131399663319,4678.721889891863,237.67811039455432,459.462506719239,71.47767274126426,811.09701798428,14,82.56
256,Automotive,110.49805546517028,268.1133292085211,24.66894518038561,3476.5295033663256,814.915677492358,765.1954565279849,46.9078604965474,1043.2270302492057,6,47.05
257,Electronics,188.42286271745027,124.59854307347409,14.15815404731276,4134.038742132148,226.48810696377242,474.9822793192209,75.09093376057153,4809.278520761919,7,75.47
258,Food,161.76881479699642,475.56416615012705,15.085621579965256,2825.334393887057,130.7179753949931,375.9333462199356,43.865782760795746,3527.212929218461,8,64.92
259,Apparel,199.60748100133412,432.4889171662979,33.181047110253296,3919.631836977911,464.4337250392995,693.7421899870268,44.33143677151649,4046.5833702254563,13,46.87
260,Apparel,76.63524493582493,351.06005179809875,48.45832925329472,179.38194696338934,675.3920675307587,445.08789732066236,18.38227519503723,2108.6479315172146,7,25.33
261,Apparel,155.7657748969141,258.0330024502732,30.57822282740938,4110.064081419723,465.8309836868643,430.3317573951661,66.18593709065539,1814.3010920237866,3,63.26
262,Automotive,86.36687358575601,235.29449371302883,4.771993886183347,296.68040951829596,312.9164253537432,443.2187425868798,27.287578872694375,1325.5232325592158,6,59.7
263,Food,101.17636785774268,342.9380602179294,4.703597078849282,4460.575544178027,580.2626246959187,692.7495013088218,72.97287425606206,2507.110535899563,5,72.18
264,Electronics,129.22603801149032,295.4443412331075,47.619737821432736,4960.617461469352,379.6522186415899,682.3590791816365,73.75769542312773,2848.777920964009,13,60.74
265,Pharmaceutical,175.99865169540436,78.02289764684852,15.567248725059347,1540.9305646662112,936.2243056203014,382.4639947081478,76.03170783119047,3232.519249533226,12,57.24
266,Electronics,196.97585914786606,280.62619194664927,5.511282318041296,1130.560925800389,926.5128826233935,333.3099019093675,46.4161342372163,1434.1688191937337,10,50.34
267,Pharmaceutical,155.97194863425847,412.88162775477775,30.353184770368696,3850.2804829043994,527.2532289734906,444.3496168273905,57.39656493485511,4753.539588334355,4,51.23
268,Electronics,89.37568861179342,256.65794491863113,31.55879013622304,1339.8290705092409,361.48979431734557,500.94075681597633,64.49611160431644,1014.840791394252,1,66.75
269,Food,90.05783043264333,73.38045989942079,32.77673618581572,4341.255677543797,750.2757932588071,266.8360474395979,19.171023305532593,4835.135238878779,14,24.3
270,Pharmaceutical,150.14063730188937,403.8251897228149,14.102699365019523,603.9287015716359,84.87729630891332,655.7685593009135,52.067003649824805,271.30938803601816,13,77.3
271,Automotive,55.36765769597744,140.61370196118847,1.7404235265092767,717.1804622588554,501.0305557414687,440.53793601269604,12.400853091231816,2509.403320720859,7,45.45
272,Electronics,30.990081494964986,166.37937569961747,48.28575310326912,4897.842619993016,369.5072245568169,333.83188389397174,44.82962583721081,1800.1656229595014,8,48.41
273,Electronics,77.37820995174754,124.11785904453315,13.293759238864022,3401.810601523023,924.5090908474269,174.77469507479344,20.838987713415918,2355.7923868652038,2,32.66
274,Pharmaceutical,64.57540841427553,198.5967791921739,34.12528811457483,4249.747399701869,61.40287590904842,267.19161228252483,22.80460481734593,2939.189979107787,7,50.03
275,Automotive,66.29854288663812,390.53817755988575,35.62486362405677,1689.2139490224383,575.1741319324316,764.4968202291886,35.55332966848211,2290.827958461003,6,41.69
276,Automotive,54.38547269948289,283.7236367767718,30.8903634368948,3414.7703726509617,753.6304020132947,313.56978077366864,40.27060167015521,2191.264881447656,5,40.79
277,Food,17.99770603090876,142.19657336782063,16.332462316468764,3011.7849538121263,510.76708814783916,218.2015025569247,53.622069717253105,3717.0723939838713,13,57.52
278,Automotive,13.396047599348623,445.0235351684184,14.283716434439222,3055.4355886024405,131.13287865458557,422.47095415849526,15.209989290696097,3492.2061204150305,4,50.97
279,Automotive,197.667254049846,445.81183472818816,30.285745852432452,3444.409051734836,973.8383205265071,314.96142035217406,45.258423286621124,4199.70215377207,2,32.9
280,Automotive,91.27689540981385,441.76029127070314,43.43868604697288,2919.259948332583,542.109909807293,124.61147518983591,22.78375911771708,1399.8031099495786,10,34.95
281,Apparel,83.02206296033953,157.4582951216927,47.38995271724638,2202.4056095830633,633.4769321030608,326.20165209559207,50.178262252221934,3125.736846819505,6,40.88
282,Food,139.13298371168327,253.05770488144464,6.189384415784124,1452.0212024646796,274.77929357213196,480.876036757628,54.618322858282845,3008.9349698856986,5,70.57
283,Electronics,51.46823869436219,493.2453452633938,8.586602017288273,3866.04852147469,509.32318085146363,486.1986604139768,48.96964795869977,1974.741492188906,2,61.82
284,Pharmaceutical,190.49262495054282,397.4056143394957,47.292076680370904,1208.7349070156124,457.69201736040577,349.5912448238221,61.68068573348154,2533.0762011328684,10,53.13
285,Electronics,159.4055527389549,62.22533955150192,37.090226188404834,3492.5361001566293,121.15104990188455,413.11192937682046,33.492647096863095,1706.154287867498,7,54.86
286,Food,26.98809043932931,79.34206606722142,44.26669741665888,1243.3308309817005,150.85233587009387,775.8625427643365,63.557461414319164,880.853108561529,6,67.78
287,Pharmaceutical,89.34034739913639,258.7691195655498,10.928999072631814,3164.117832776824,845.5988936378359,364.14393406121815,40.293695719573556,1226.2458111811177,12,47.95
288,Food,177.0324784368113,459.1490926377021,29.79170768436069,3760.6835089322417,277.8289545962607,280.75876928198807,43.89291488258178,706.4655027257652,11,60.28
289,Automotive,189.49908423536795,292.4158090787214,35.35584012645621,1171.6980556420422,235.210357923699,270.4269308467321,55.367148908275,3478.7339609125956,9,59.53
290,Pharmaceutical,98.80628713747525,274.0156286154306,34.32548238690166,393.7221742204106,529.6658786876324,420.4352288928939,11.285086879945677,3371.4914869239274,11,29.28
291,Automotive,126.54816395003446,97.46316498048375,20.999432852468207,741.771340671453,780.3097747943873,631.6641041018609,55.77959549941738,4762.91058358339,10,46.55
292,Electronics,41.73644975749429,345.5510471259323,1.7543496928741154,3069.3851396280247,108.84919265003853,244.19172893193124,53.300960435048076,3702.456385506758,5,75.28
293,Electronics,198.32203896602553,419.9464222701015,29.56337678340889,4262.287390506104,597.967523656343,596.5072889985377,31.689298172729593,449.82002602943095,9,45.18
294,Pharmaceutical,54.017623262854244,221.18900337840304,13.401975419800829,320.4844240535794,163.2499206985447,114.8048763445914,16.005599942964263,4444.37683485898,9,48.86
295,Pharmaceutical,189.11903708567388,399.02533291639736,23.062458061001628,3697.3411693040666,84.63799828433753,393.2530845887622,16.36548149391288,4340.840782139484,13,47.74
296,Food,133.43286330855,484.0144942553652,47.921469739107046,1772.4613651552554,100.10675455410652,643.1055456419508,74.625662288966,2327.9375397089534,1,70.49
297,Food,125.46999102698324,141.6949066074601,20.5527305644793,2444.7890126056604,842.4559027980192,337.113069042102,58.2495524858086,3012.1426425340233,5,49.61
298,Automotive,107.41081709313663,285.4983340376336,42.150278726556905,4651.411794243271,162.0738594466585,494.6159710117796,18.897182963951828,4885.1759958680905,9,37.96
299,Pharmaceutical,53.82726422637415,179.212081138059,10.238489681713306,1726.6603732056428,92.89379619167735,243.48546297813755,34.97062185162345,2755.060946471198,7,65.09
300,Electronics,43.54032608104657,406.7844885652277,33.950564403226416,2380.1509763034815,466.0048927857667,619.3967737883206,51.47380957311175,4545.544776205231,6,49.09
301,Food,51.89237972333332,309.9170146465209,48.87334076750823,167.0438323273374,851.7937983449235,136.59537228813173,68.49001935634541,598.5860374888948,6,47.94
302,Food,45.42326980740836,335.5620878976367,5.992761942773903,499.833728023708,299.2879576648368,696.7798514128502,13.056265009910597,1117.0489698016777,11,52.92
303,Electronics,158.12104997768313,409.06137182715236,1.4076771691324086,1367.0987965604418,450.62698664962056,238.7374704951677,26.56431920290062,2315.6237285183256,7,54.57
304,Food,76.52379924167872,228.18671269810469,22.2455568389981,236.47598002326458,87.92640593556366,712.0786221958315,72.2824293206766,3006.8326800190625,1,78.59
305,Automotive,20.99010854704531,461.79053078316946,5.538648669516992,3193.73909763643,476.6245884281321,346.7704689103621,10.641588512867154,4117.893688941442,4,40.57
306,Pharmaceutical,194.12949972675415,289.862990260763,37.670833134135336,2189.3519483279506,598.7324266052769,605.8785021321406,24.09793719557212,4943.658152687297,13,29.13
307,Electronics,177.91931814305087,121.07967027590661,45.81288452857939,2785.911493367308,592.3617010645376,323.4577084503319,77.13169231810761,2066.487183075759,1,58.34
308,Pharmaceutical,186.27293380709045,363.1546031759611,22.267027662729184,955.7712108920148,365.8053575656469,734.1381698642533,52.938129256551974,427.59505347240764,6,65.73
309,Food,199.03248630282272,406.9676076972145,13.676870465616608,1550.066944239419,349.75652162997875,188.64598786286206,28.316995664625452,4045.623215817559,14,50.1
310,Food,43.040097351702585,192.542754680387,22.28576263132388,3352.739926778353,151.292437989768,224.96385249081908,14.689376607709333,3101.027451597479,13,47.69
311,Electronics,85.28598359150516,435.73066564943883,36.448943074650046,4829.983345788959,398.45840461395494,445.1210876111616,11.97339383130555,1153.0057225673681,4,37.15
312,Automotive,154.06531038377736,457.7644646445949,1.443653917438178,347.0421906508251,144.51993542931643,157.3569073267023,27.132155574584907,2575.176591782817,1,63.5
313,Apparel,142.24391743022053,174.60701932001402,29.883245484750162,4462.883172190804,778.2661474764491,237.18612929123336,71.70400737122372,3763.089178561877,9,53.02
314,Electronics,39.24022220457246,492.58466272184995,31.051292559481574,2926.7178864249213,967.9605828607765,760.6364675484101,39.113955800825664,3897.9765779294903,12,30.3
315,Apparel,165.00829374821737,113.32018762194129,32.24672409790084,2863.2058771025563,971.5707338333715,783.542762803521,60.42333584161951,2598.168377594058,4,42.97
316,Apparel,52.64370864896553,140.9070507811205,12.859081919062984,2551.3648225180254,871.8175444066242,363.38153053129537,74.27995247659705,1665.0297446185239,12,62.51
317,Automotive,52.52534681629839,132.90117765711176,35.988583445528214,440.0310209304986,620.7525418726382,746.300214709755,38.56283231219716,4873.964393784769,6,36.52
318,Apparel,112.02514034974858,452.2953695035417,5.478182830257044,540.3965735071872,715.8224123816859,481.3772729714022,23.389415972617794,3384.1405325911655,13,41.26
319,Apparel,122.6585876199236,344.43164854623285,10.76424648687324,3044.4688277295218,320.9455125463934,288.8197261116369,46.19825515998436,2159.540092862234,7,64.85
320,Automotive,120.21637948918412,118.4469274500228,43.996032286069614,1770.6970000342358,649.2318991639896,591.6791047564191,73.5658580941898,1546.2234761823315,8,56.62
321,Apparel,27.382499105573427,248.14553826575704,37.19743438560175,4594.613526230635,482.8670719678836,561.2312646024,66.30620898963905,3709.294318417098,12,56.37
322,Apparel,176.71756389977227,326.8841112814109,1.6735321465559174,2092.293633061414,507.91647278808585,792.3877233761134,14.608089035420765,1362.480538850085,13,48.67
323,Apparel,60.464008091854154,87.55883824522249,13.17043675812021,802.0791476429413,769.8877323564001,285.5331011864983,58.480096005430724,1024.207947073703,11,58.83
324,Electronics,34.60783504373279,447.0873657833024,11.505917666665063,3602.1222841599765,317.8224378173891,570.4416518632148,50.032826572126766,2743.2026670179375,9,65.39
325,Electronics,178.86213517510566,411.6215909486908,14.269510073811656,1537.4317650609482,352.1376311097939,136.41662852061282,73.52242234424978,1591.939484691881,9,77.31
326,Electronics,191.57378466365313,277.3430481094872,13.130428743714434,2674.8045060438767,928.4097015722048,179.55222708770359,18.57369917952081,3218.7446956333524,8,29.74
327,Automotive,173.80424728043562,485.2069768666267,4.063788491399441,3519.3806489753333,103.41308010842363,102.74286246576528,47.38252792432596,766.1056393963207,10,77.43
328,Food,163.80805419772685,237.99244067379487,23.488085313244195,4511.294144890145,511.3525834926734,799.6224767417712,71.56238854583246,3343.7173019231436,11,64.36
329,Apparel,134.49597632141413,492.849643566424,36.90394026452209,3981.736854528213,917.1607603874686,661.5915880032344,38.70166507192201,1559.8233343889706,12,33.95
330,Apparel,114.66290041573647,350.5639994616322,30.729854511154386,3414.169232576348,629.8448574272492,650.7061103134786,43.739644241300695,201.1660852856611,12,50.28
331,Automotive,26.527484383167927,335.60207296427365,33.97071176130591,3430.2025937362037,569.0867205015255,456.8082527017258,14.932247436687081,809.2930768360466,14,35.19
332,Apparel,87.60611048343276,124.67970288310325,4.976309748275718,4735.030755757224,287.2569702678875,310.046958033808,29.47005483142376,4681.353813608452,3,54.76
333,Electronics,80.81081823233966,446.8674912370898,47.623044798662576,1549.5380777330265,376.11171461122586,205.88499912387314,32.71546544182631,4363.302267753717,12,37.3
334,Food,59.353218914461976,242.3703595642768,42.086099858308216,105.4492615613183,859.4459950144583,299.27231719252455,76.15857141214208,1321.3233537739368,2,52.82
335,Pharmaceutical,147.44982160083114,123.0050326021157,40.44942560628747,1432.5773410511736,581.2572251800352,363.17985535039736,29.786715237881133,3936.185141818358,5,33.4
336,Apparel,104.21638966496646,55.67338398909157,41.32620644704661,1167.6677601710455,539.005084068941,629.4170678862058,42.26081146887564,3121.1436472350765,1,42.19
337,Electronics,25.398781022453107,301.89005763727215,46.70281489850531,3342.989467058591,144.6007278630275,477.7632522322067,56.991309649499584,4860.342614959373,3,55.76
338,Pharmaceutical,51.83480837046415,287.32982995520433,27.668444339571188,3205.1868388510925,65.22674863236696,154.23853858883788,21.35283606855142,1993.3071657634837,1,53.67
339,Food,139.81916509532323,373.70913006612136,10.813818875513668,3007.9607752531465,965.5009292526967,112.62030627123858,44.05096709993121,3471.010940082422,13,41.79
340,Pharmaceutical,24.464863303157035,450.61612385801095,31.222396784774517,179.59287172632315,408.1368589224996,171.6325256738442,61.69773276331353,504.9714676348092,3,65.11
341,Electronics,171.72931366926605,85.73296308936328,37.40119318972901,3671.0124668081726,623.0524089945291,387.34909958816553,70.67986491189461,2101.9872647187485,13,57.48
342,Pharmaceutical,104.07784013265513,379.1734206531631,37.157952274347245,1685.2990211789086,125.72931952792074,753.2350419343128,53.83814922636987,4826.324773703266,4,58.63
343,Automotive,101.31144969206312,134.335374843912,26.551002184177126,3358.7743461324926,698.9585714368942,546.1817368464551,56.83374607218635,2787.1081973605787,7,51.25
344,Pharmaceutical,122.55747908530834,436.1796739207238,4.354477247345325,2827.234299660551,935.9383732706629,661.2781299128605,18.839843080919827,1581.821616007254,12,36.44
345,Apparel,166.68938352577834,418.57858123774525,19.184533983076264,1779.381534596745,596.8819903475487,426.462216153184,76.2043548072443,777.3006230173129,12,70.97
346,Apparel,76.08374950141668,293.357189743495,46.11756381470451,759.423708810128,169.80955625664004,353.16625823653,19.280185423913764,3576.936032871346,5,38.94
347,Automotive,138.82306898622207,369.6092593804902,29.637996578113874,562.6525985363567,602.6354510998029,175.8802609016359,64.22710560272589,3295.309008462689,5,55.59
348,Electronics,117.4890731592003,191.4575509326868,27.378265219529958,4174.4398322498955,778.0298524494198,713.1531155303435,28.537142524482316,1994.905825298118,13,35.99
349,Apparel,60.73537133219005,262.0255545197666,14.173822204727482,4600.147956199634,436.0957097453177,648.212020319532,75.3515200590876,4764.518488956004,1,69.39
350,Food,176.93969740748003,419.73660396971223,19.053997075912367,3283.961429145068,885.8458605443944,217.6826683184076,60.39716775586357,306.57350234168155,8,55.39
351,Apparel,161.51094410531633,256.6693387279463,44.8719583685053,606.8271628163685,666.2488056894963,458.58239471338237,62.76695990848583,1657.8744878327639,13,50.13
352,Apparel,135.10584858510083,211.0092193964488,33.65668932881495,2069.9333627523793,904.2864723747424,441.1623655448714,25.334142114191835,4621.133534237991,4,22.83
